Month,BOP_AV,BOP_BB,Lives,Mortality,Lapse,PWD,RiderCharges,SurrCharges,Interest,EOP_AV,Expenses,AgentComm,IMOOverride,WholesalerOverride,BonusComp,Chargebacks,HedgeGains,NetCashflow
472,24623.40,7639317.06,32.33199055,461.98,165.64,41460.84,0.00,0.00,8.99,23918.88,4.98,0.00,0.00,0.00,0.00,0.00,8.16,-42085.29
473,23918.88,7482895.77,31.67684431,447.42,160.92,40602.36,0.00,0.00,8.75,23236.00,4.84,0.00,0.00,0.00,0.00,0.00,7.99,-41207.54
474,23236.00,7330127.51,31.03688555,433.35,156.34,39764.17,0.00,0.00,8.53,22574.05,4.70,0.00,0.00,0.00,0.00,0.00,7.83,-40350.73
475,22574.05,7180916.31,30.41171669,419.76,151.90,38945.73,0.00,0.00,8.31,21932.32,4.57,0.00,0.00,0.00,0.00,0.00,7.67,-39514.29
476,21932.32,7035169.00,29.80095170,406.63,147.60,38146.52,0.00,0.00,8.10,21310.16,4.44,0.00,0.00,0.00,0.00,0.00,7.51,-38697.68
477,21310.16,6892795.09,29.20421568,393.94,143.43,37366.03,0.00,0.00,7.89,20706.92,4.31,0.00,0.00,0.00,0.00,0.00,7.36,-37900.36
478,20706.92,6753706.72,28.62114459,381.68,139.39,36603.77,0.00,0.00,7.69,20121.97,4.19,0.00,0.00,0.00,0.00,0.00,7.21,-37121.82
479,20121.97,6617818.53,28.05138483,369.83,135.47,35859.26,0.00,0.00,7.49,19554.73,4.07,0.00,0.00,0.00,0.00,0.00,7.07,-36361.56
480,19554.73,6485047.64,27.49459296,356.88,131.14,35131.76,131.77,0.00,7.30,18875.13,3.93,0.00,0.00,0.00,0.00,0.00,8.33,-35615.39
481,18875.13,6355313.53,26.87036701,402.09,128.91,34426.07,0.00,0.00,246.71,18521.02,3.86,0.00,0.00,0.00,0.00,0.00,37.38,-34923.54
482,18521.02,6209830.17,26.26200740,388.56,123.59,33630.30,0.00,0.00,6.85,17948.18,3.74,0.00,0.00,0.00,0.00,0.00,6.42,-34139.78
483,17948.18,6068062.62,25.66899328,375.51,122.37,32855.06,0.00,0.00,6.66,17391.61,3.62,0.00,0.00,0.00,0.00,0.00,6.31,-33350.25
484,17391.61,5929901.57,25.09094563,362.90,118.58,32099.74,0.00,0.00,6.47,16853.38,3.51,0.00,0.00,0.00,0.00,0.00,6.17,-32578.57
485,16853.38,5795249.19,24.52744751,350.74,114.92,31363.81,0.00,0.00,6.29,16332.84,3.40,0.00,0.00,0.00,0.00,0.00,6.03,-31826.85
486,16332.84,5664007.39,23.97809453,339.01,111.38,30646.70,0.00,0.00,6.11,15829.37,3.30,0.00,0.00,0.00,0.00,0.00,5.89,-31094.51
487,15829.37,5536081.03,23.44249453,327.70,107.96,29947.89,0.00,0.00,5.94,15342.38,3.20,0.00,0.00,0.00,0.00,0.00,5.76,-30381.00
488,15342.38,5411377.87,22.92026710,316.80,104.65,29266.87,0.00,0.00,5.77,14871.28,3.10,0.00,0.00,0.00,0.00,0.00,5.63,-29685.79
489,14871.28,5289808.41,22.41104329,306.27,101.45,28603.13,0.00,0.00,5.61,14415.53,3.00,0.00,0.00,0.00,0.00,0.00,5.50,-29008.35
490,14415.53,5171285.88,21.91446516,296.12,98.35,27956.19,0.00,0.00,5.46,13974.59,2.91,0.00,0.00,0.00,0.00,0.00,5.38,-28348.20
491,13974.59,5055726.07,21.43018549,286.33,95.35,27325.59,0.00,0.00,5.30,13547.96,2.82,0.00,0.00,0.00,0.00,0.00,5.26,-27704.84
492,13547.96,4943047.32,20.95786742,275.72,92.08,26710.67,90.54,0.00,5.16,13046.33,2.72,0.00,0.00,0.00,0.00,0.00,6.09,-27075.09
493,13046.33,4833170.39,20.45927892,292.30,90.31,26114.66,0.00,0.00,169.01,12782.56,2.66,0.00,0.00,0.00,0.00,0.00,25.80,-26474.13
494,12782.56,4717206.34,19.97381335,282.16,86.48,25482.64,0.00,0.00,4.83,12370.28,2.58,0.00,0.00,0.00,0.00,0.00,4.57,-25849.28
495,12370.28,4604313.07,19.50103944,272.38,85.47,24867.50,0.00,0.00,4.68,11970.29,2.49,0.00,0.00,0.00,0.00,0.00,4.49,-25223.36
496,11970.29,4494398.51,19.04062815,262.94,82.71,24268.75,0.00,0.00,4.54,11583.95,2.41,0.00,0.00,0.00,0.00,0.00,4.38,-24612.43
497,11583.95,4387378.97,18.59222578,253.84,80.05,23685.92,0.00,0.00,4.41,11210.76,2.34,0.00,0.00,0.00,0.00,0.00,4.28,-24017.86
498,11210.76,4283171.19,18.15548952,245.08,77.48,23118.53,0.00,0.00,4.28,10850.26,2.26,0.00,0.00,0.00,0.00,0.00,4.17,-23439.17
499,10850.26,4181694.46,17.73008709,236.63,74.99,22566.15,0.00,0.00,4.15,10501.98,2.19,0.00,0.00,0.00,0.00,0.00,4.08,-22875.88
500,10501.98,4082870.58,17.31569640,228.50,72.59,22028.33,0.00,0.00,4.03,10165.49,2.12,0.00,0.00,0.00,0.00,0.00,3.98,-22327.56
501,10165.49,3986623.74,16.91200526,220.66,70.27,21504.67,0.00,0.00,3.92,9840.36,2.05,0.00,0.00,0.00,0.00,0.00,3.88,-21793.77
502,9840.36,3892880.47,16.51871096,213.10,68.03,20994.75,0.00,0.00,3.80,9526.19,1.98,0.00,0.00,0.00,0.00,0.00,3.79,-21274.08
503,9526.19,3801569.55,16.13552009,205.82,65.86,20498.19,0.00,0.00,3.69,9222.58,1.92,0.00,0.00,0.00,0.00,0.00,3.70,-20768.09
504,9222.58,3712621.94,15.76214813,197.96,63.51,20014.44,61.14,0.00,3.58,8869.27,1.85,0.00,0.00,0.00,0.00,0.00,4.25,-20273.52
505,8869.27,3625970.71,15.34413689,222.48,62.20,19545.74,0.00,0.00,113.82,8662.97,1.80,0.00,0.00,0.00,0.00,0.00,17.67,-19814.55
506,8662.97,3528958.54,14.93821269,214.16,59.39,19018.84,0.00,0.00,3.34,8358.63,1.74,0.00,0.00,0.00,0.00,0.00,3.34,-19290.80
507,8358.63,3434772.42,14.54396029,206.17,58.50,18507.40,0.00,0.00,3.23,8064.31,1.68,0.00,0.00,0.00,0.00,0.00,3.26,-18770.49
508,8064.31,3343321.13,14.16103984,198.47,56.45,18010.94,0.00,0.00,3.12,7780.85,1.62,0.00,0.00,0.00,0.00,0.00,3.18,-18264.30
509,7780.85,3254520.25,13.78909872,191.07,54.47,17528.97,0.00,0.00,3.02,7507.84,1.56,0.00,0.00,0.00,0.00,0.00,3.09,-17772.99
510,7507.84,3168286.69,13.42779603,183.97,52.56,17061.05,0.00,0.00,2.93,7244.85,1.51,0.00,0.00,0.00,0.00,0.00,3.01,-17296.08
511,7244.85,3084540.17,13.07680218,177.14,50.72,16606.74,0.00,0.00,2.83,6991.51,1.46,0.00,0.00,0.00,0.00,0.00,2.93,-16833.13
512,6991.51,3003203.06,12.73579851,170.58,48.95,16165.59,0.00,0.00,2.74,6747.44,1.41,0.00,0.00,0.00,0.00,0.00,2.85,-16383.68
513,6747.44,2924200.35,12.40447686,164.28,47.25,15737.21,0.00,0.00,2.65,6512.29,1.36,0.00,0.00,0.00,0.00,0.00,2.77,-15947.31
514,6512.29,2847459.49,12.08253927,158.22,45.60,15321.19,0.00,0.00,2.57,6285.71,1.31,0.00,0.00,0.00,0.00,0.00,2.70,-15523.61
515,6285.71,2772910.37,11.76969758,152.39,44.02,14917.14,0.00,0.00,2.49,6067.38,1.26,0.00,0.00,0.00,0.00,0.00,2.63,-15112.18
516,6067.38,2700485.18,11.46567310,146.15,42.32,14524.59,39.91,0.00,2.41,5817.99,1.21,0.00,0.00,0.00,0.00,0.00,2.96,-14711.32
517,5817.99,2630118.37,11.14748010,153.56,41.33,14144.83,0.00,0.00,73.92,5673.00,1.18,0.00,0.00,0.00,0.00,0.00,11.57,-14329.33
518,5673.00,2556527.59,10.83882121,147.63,39.41,13746.41,0.00,0.00,2.23,5465.10,1.14,0.00,0.00,0.00,0.00,0.00,2.25,-13932.33
519,5465.10,2485157.54,10.53936422,141.93,38.74,13360.09,0.00,0.00,2.16,5264.38,1.10,0.00,0.00,0.00,0.00,0.00,2.20,-13539.65
520,5264.38,2415934.76,10.24882959,136.45,37.32,12985.48,0.00,0.00,2.08,5071.34,1.06,0.00,0.00,0.00,0.00,0.00,2.14,-13158.16
521,5071.34,2348790.69,9.96693124,131.19,35.95,12622.20,0.00,0.00,2.01,4885.67,1.02,0.00,0.00,0.00,0.00,0.00,2.08,-12788.28
522,4885.67,2283658.21,9.69339285,126.14,34.64,12269.88,0.00,0.00,1.94,4707.08,0.98,0.00,0.00,0.00,0.00,0.00,2.02,-12429.63
523,4707.08,2220472.50,9.42794754,121.30,33.38,11928.17,0.00,0.00,1.88,4535.28,0.94,0.00,0.00,0.00,0.00,0.00,1.96,-12081.83
524,4535.28,2159170.98,9.17033751,116.65,32.16,11596.73,0.00,0.00,1.82,4370.01,0.91,0.00,0.00,0.00,0.00,0.00,1.91,-11744.54
525,4370.01,2099693.19,8.92031373,112.19,30.99,11275.21,0.00,0.00,1.75,4211.00,0.88,0.00,0.00,0.00,0.00,0.00,1.85,-11417.41
526,4211.00,2041980.76,8.67763561,107.90,29.86,10963.31,0.00,0.00,1.70,4058.02,0.85,0.00,0.00,0.00,0.00,0.00,1.80,-11100.12
527,4058.02,1985977.30,8.44207071,103.79,28.78,10660.71,0.00,0.00,1.64,3910.81,0.81,0.00,0.00,0.00,0.00,0.00,1.75,-10792.34
528,3910.81,1931628.35,8.21339447,99.40,27.62,10367.04,25.53,0.00,1.58,3744.24,0.78,0.00,0.00,0.00,0.00,0.00,1.96,-10492.89
529,3744.24,1878881.29,7.97231381,105.60,26.93,10083.17,0.00,0.00,47.07,3642.77,0.76,0.00,0.00,0.00,0.00,0.00,7.45,-10209.00
530,3642.77,1823383.48,7.73872130,101.35,25.63,9783.75,0.00,0.00,1.46,3501.88,0.73,0.00,0.00,0.00,0.00,0.00,1.51,-9909.95
531,3501.88,1769618.30,7.51235450,97.28,25.13,9493.72,0.00,0.00,1.41,3366.13,0.70,0.00,0.00,0.00,0.00,0.00,1.47,-9615.37
532,3366.13,1717527.69,7.29298722,93.37,24.16,9212.79,0.00,0.00,1.36,3235.80,0.67,0.00,0.00,0.00,0.00,0.00,1.43,-9329.57
533,3235.80,1667057.08,7.08039046,89.63,23.23,8940.65,0.00,0.00,1.31,3110.67,0.65,0.00,0.00,0.00,0.00,0.00,1.38,-9052.77
534,3110.67,1618153.22,6.87434315,86.04,22.33,8677.00,0.00,0.00,1.27,2990.54,0.62,0.00,0.00,0.00,0.00,0.00,1.34,-8784.65
535,2990.54,1570764.70,6.67463180,82.60,21.47,8421.58,0.00,0.00,1.22,2875.18,0.60,0.00,0.00,0.00,0.00,0.00,1.30,-8524.94
536,2875.18,1524841.87,6.48105027,79.30,20.64,8174.10,0.00,0.00,1.18,2764.41,0.58,0.00,0.00,0.00,0.00,0.00,1.26,-8273.35
537,2764.41,1480336.83,6.29339951,76.13,19.85,7934.30,0.00,0.00,1.13,2658.04,0.55,0.00,0.00,0.00,0.00,0.00,1.22,-8029.61
538,2658.04,1437203.29,6.11148726,73.10,19.08,7701.94,0.00,0.00,1.09,2555.88,0.53,0.00,0.00,0.00,0.00,0.00,1.19,-7793.47
539,2555.88,1395396.58,5.93512785,70.19,18.35,7476.77,0.00,0.00,1.06,2457.77,0.51,0.00,0.00,0.00,0.00,0.00,1.15,-7564.67
540,2457.77,1354873.55,5.76414195,67.11,17.57,7258.51,15.92,0.00,1.02,2348.02,0.49,0.00,0.00,0.00,0.00,0.00,1.27,-7342.40
541,2348.02,1315592.52,5.57886490,73.54,17.09,7047.68,0.00,0.00,29.19,2276.17,0.47,0.00,0.00,0.00,0.00,0.00,4.71,-7134.07
542,2276.17,1273087.67,5.39972537,70.38,16.21,6819.19,0.00,0.00,0.94,2180.55,0.45,0.00,0.00,0.00,0.00,0.00,1.01,-6905.23
543,2180.55,1231996.63,5.22650318,67.37,15.84,6598.33,0.00,0.00,0.90,2088.71,0.44,0.00,0.00,0.00,0.00,0.00,0.98,-6680.99
544,2088.71,1192270.39,5.05900333,64.48,15.17,6384.84,0.00,0.00,0.86,2000.82,0.42,0.00,0.00,0.00,0.00,0.00,0.95,-6463.95
545,2000.82,1153862.58,4.89703089,61.71,14.53,6178.46,0.00,0.00,0.83,1916.69,0.40,0.00,0.00,0.00,0.00,0.00,0.92,-6254.19
546,1916.69,1116728.11,4.74039776,59.07,13.92,5978.95,0.00,0.00,0.80,1836.16,0.38,0.00,0.00,0.00,0.00,0.00,0.89,-6051.43
547,1836.16,1080823.50,4.58892245,56.54,13.34,5786.07,0.00,0.00,0.77,1759.08,0.37,0.00,0.00,0.00,0.00,0.00,0.86,-5855.46
548,1759.08,1046106.75,4.44242985,54.12,12.78,5599.59,0.00,0.00,0.74,1685.29,0.35,0.00,0.00,0.00,0.00,0.00,0.83,-5666.02
549,1685.29,1012537.40,4.30075096,51.81,12.24,5419.31,0.00,0.00,0.71,1614.65,0.34,0.00,0.00,0.00,0.00,0.00,0.80,-5482.90
550,1614.65,980076.36,4.16372271,49.60,11.73,5244.99,0.00,0.00,0.68,1547.02,0.32,0.00,0.00,0.00,0.00,0.00,0.78,-5305.87
551,1547.02,948685.93,4.03118770,47.49,11.24,5076.45,0.00,0.00,0.65,1482.27,0.31,0.00,0.00,0.00,0.00,0.00,0.75,-5134.74
552,1482.27,918329.74,3.90299405,45.26,10.72,4913.46,9.53,0.00,0.63,1411.03,0.29,0.00,0.00,0.00,0.00,0.00,0.82,-4968.92
553,1411.03,888972.68,3.77168755,46.61,10.39,4756.32,0.00,0.00,17.34,1364.84,0.28,0.00,0.00,0.00,0.00,0.00,2.83,-4810.78
554,1364.84,858926.27,3.64488542,44.53,9.84,4595.17,0.00,0.00,0.57,1304.82,0.27,0.00,0.00,0.00,0.00,0.00,0.63,-4649.19
555,1304.82,829914.58,3.52242361,42.55,9.59,4439.58,0.00,0.00,0.55,1247.29,0.26,0.00,0.00,0.00,0.00,0.00,0.61,-4491.37
556,1247.29,801900.96,3.40415465,40.65,9.17,4289.36,0.00,0.00,0.53,1192.33,0.25,0.00,0.00,0.00,0.00,0.00,0.59,-4338.83
557,1192.33,774850.61,3.28993215,38.83,8.76,4144.32,0.00,0.00,0.51,1139.82,0.24,0.00,0.00,0.00,0.00,0.00,0.56,-4191.59
558,1139.82,748729.77,3.17961494,37.10,8.38,4004.27,0.00,0.00,0.48,1089.66,0.23,0.00,0.00,0.00,0.00,0.00,0.55,-4049.44
559,1089.66,723505.89,3.07306687,35.45,8.01,3869.05,0.00,0.00,0.46,1041.74,0.22,0.00,0.00,0.00,0.00,0.00,0.53,-3912.20
560,1041.74,699147.58,2.97015661,33.87,7.66,3738.48,0.00,0.00,0.45,995.95,0.21,0.00,0.00,0.00,0.00,0.00,0.51,-3779.71
561,995.95,675624.56,2.87075753,32.37,7.32,3612.40,0.00,0.00,0.43,952.20,0.20,0.00,0.00,0.00,0.00,0.00,0.49,-3651.80
562,952.20,652907.64,2.77474748,30.93,7.00,3490.65,0.00,0.00,0.41,910.39,0.19,0.00,0.00,0.00,0.00,0.00,0.47,-3528.30
563,910.39,630968.67,2.68200865,29.56,6.69,3373.09,0.00,0.00,0.39,870.45,0.18,0.00,0.00,0.00,0.00,0.00,0.46,-3409.06
564,870.45,609780.49,2.59242739,28.12,6.37,3259.54,5.56,0.00,0.38,826.90,0.17,0.00,0.00,0.00,0.00,0.00,0.49,-3293.70
565,826.90,589316.93,2.49522430,30.78,6.16,3150.12,0.00,0.00,10.03,796.05,0.17,0.00,0.00,0.00,0.00,0.00,1.67,-3185.56
566,796.05,567134.88,2.40168908,29.28,5.81,3031.44,0.00,0.00,0.34,757.56,0.16,0.00,0.00,0.00,0.00,0.00,0.40,-3066.29
567,757.56,545792.69,2.31167862,27.86,5.63,2917.25,0.00,0.00,0.33,720.84,0.15,0.00,0.00,0.00,0.00,0.00,0.38,-2950.51
568,720.84,525258.20,2.22506167,26.50,5.36,2807.39,0.00,0.00,0.31,685.91,0.14,0.00,0.00,0.00,0.00,0.00,0.37,-2839.03
569,685.91,505500.76,2.14170954,25.22,5.10,2701.69,0.00,0.00,0.30,652.69,0.14,0.00,0.00,0.00,0.00,0.00,0.35,-2731.79
570,652.69,486490.81,2.06149842,23.99,4.85,2599.99,0.00,0.00,0.28,621.08,0.13,0.00,0.00,0.00,0.00,0.00,0.34,-2628.63
571,621.08,468199.90,1.98430923,22.82,4.62,2502.15,0.00,0.00,0.27,591.02,0.12,0.00,0.00,0.00,0.00,0.00,0.32,-2529.39
572,591.02,450600.68,1.91002743,21.71,4.39,2408.01,0.00,0.00,0.26,562.43,0.12,0.00,0.00,0.00,0.00,0.00,0.31,-2433.92
573,562.43,433666.83,1.83854284,20.66,4.18,2317.43,0.00,0.00,0.25,535.22,0.11,0.00,0.00,0.00,0.00,0.00,0.30,-2342.08
574,535.22,417373.04,1.76974951,19.66,3.98,2230.27,0.00,0.00,0.24,509.35,0.11,0.00,0.00,0.00,0.00,0.00,0.29,-2253.72
575,509.35,401695.00,1.70354549,18.70,3.79,2146.42,0.00,0.00,0.23,484.73,0.10,0.00,0.00,0.00,0.00,0.00,0.28,-2168.73
576,484.73,386609.29,1.63983275,17.71,3.59,2065.72,3.07,0.00,0.21,458.34,0.10,0.00,0.00,0.00,0.00,0.00,0.29,-2086.82
577,458.34,372093.40,1.57519874,18.00,3.45,1988.23,0.00,0.00,5.49,440.12,0.09,0.00,0.00,0.00,0.00,0.00,0.93,-2008.85
578,440.12,357385.02,1.51312079,17.09,3.25,1909.60,0.00,0.00,0.19,417.84,0.09,0.00,0.00,0.00,0.00,0.00,0.23,-1929.80
579,417.84,343259.79,1.45349528,16.22,3.14,1834.09,0.00,0.00,0.18,396.64,0.08,0.00,0.00,0.00,0.00,0.00,0.22,-1853.32
580,396.64,329694.40,1.39622639,15.40,2.98,1761.58,0.00,0.00,0.18,376.52,0.08,0.00,0.00,0.00,0.00,0.00,0.21,-1779.83
581,376.52,316666.68,1.34122071,14.61,2.83,1691.94,0.00,0.00,0.17,357.42,0.07,0.00,0.00,0.00,0.00,0.00,0.20,-1709.26
582,357.42,304155.23,1.28838851,13.87,2.69,1625.07,0.00,0.00,0.16,339.30,0.07,0.00,0.00,0.00,0.00,0.00,0.19,-1641.50
583,339.30,292139.56,1.23764366,13.17,2.55,1560.84,0.00,0.00,0.15,322.11,0.07,0.00,0.00,0.00,0.00,0.00,0.18,-1576.44
584,322.11,280599.95,1.18890344,12.50,2.42,1499.16,0.00,0.00,0.14,305.79,0.06,0.00,0.00,0.00,0.00,0.00,0.18,-1513.97
585,305.79,269517.48,1.14208840,11.86,2.30,1439.93,0.00,0.00,0.14,290.30,0.06,0.00,0.00,0.00,0.00,0.00,0.17,-1453.98
586,290.30,258874.00,1.09712229,11.26,2.18,1383.04,0.00,0.00,0.13,275.60,0.06,0.00,0.00,0.00,0.00,0.00,0.16,-1396.38
587,275.60,248652.05,1.05393185,10.69,2.07,1328.40,0.00,0.00,0.12,261.65,0.05,0.00,0.00,0.00,0.00,0.00,0.15,-1341.06
588,261.65,238834.91,1.01244675,10.10,1.96,1275.93,1.65,0.00,0.12,246.82,0.05,0.00,0.00,0.00,0.00,0.00,0.16,-1287.87
589,246.82,229406.49,0.97111974,10.07,1.88,1225.61,0.00,0.00,2.92,236.54,0.05,0.00,0.00,0.00,0.00,0.00,0.50,-1237.11
590,236.54,220037.08,0.93148207,9.54,1.76,1175.55,0.00,0.00,0.11,224.16,0.05,0.00,0.00,0.00,0.00,0.00,0.12,-1186.77
591,224.16,211050.75,0.89346332,9.04,1.70,1127.53,0.00,0.00,0.10,212.40,0.04,0.00,0.00,0.00,0.00,0.00,0.12,-1138.19
592,212.40,202431.76,0.85699802,8.56,1.61,1081.47,0.00,0.00,0.10,201.27,0.04,0.00,0.00,0.00,0.00,0.00,0.11,-1091.57
593,201.27,194165.10,0.82202259,8.11,1.53,1037.29,0.00,0.00,0.09,190.71,0.04,0.00,0.00,0.00,0.00,0.00,0.11,-1046.87
594,190.71,186236.35,0.78847606,7.69,1.45,994.93,0.00,0.00,0.09,180.72,0.04,0.00,0.00,0.00,0.00,0.00,0.10,-1004.00
595,180.72,178631.67,0.75629996,7.28,1.37,954.29,0.00,0.00,0.08,171.25,0.04,0.00,0.00,0.00,0.00,0.00,0.10,-962.88
596,171.25,171337.81,0.72543823,6.90,1.30,915.32,0.00,0.00,0.08,162.28,0.03,0.00,0.00,0.00,0.00,0.00,0.09,-923.46
597,162.28,164342.03,0.69583709,6.54,1.23,877.94,0.00,0.00,0.07,153.78,0.03,0.00,0.00,0.00,0.00,0.00,0.09,-885.65
598,153.78,157632.15,0.66744497,6.20,1.17,842.08,0.00,0.00,0.07,145.73,0.03,0.00,0.00,0.00,0.00,0.00,0.09,-849.39
599,145.73,151196.46,0.64021244,5.87,1.11,807.70,0.00,0.00,0.07,138.10,0.03,0.00,0.00,0.00,0.00,0.00,0.08,-814.62
600,138.10,145023.74,0.61409206,5.54,1.04,774.71,0.86,0.00,0.06,130.05,0.03,0.00,0.00,0.00,0.00,0.00,0.09,-781.24
601,130.05,139103.23,0.58846337,5.43,1.00,743.11,0.00,0.00,1.51,124.46,0.03,0.00,0.00,0.00,0.00,0.00,0.26,-749.31
602,124.46,133302.48,0.56390505,5.14,0.94,712.12,0.00,0.00,0.06,117.81,0.02,0.00,0.00,0.00,0.00,0.00,0.07,-718.16
603,117.81,127743.72,0.54037169,4.86,0.90,682.43,0.00,0.00,0.05,111.50,0.02,0.00,0.00,0.00,0.00,0.00,0.06,-688.15
604,111.50,122416.84,0.51782090,4.60,0.86,653.97,0.00,0.00,0.05,105.53,0.02,0.00,0.00,0.00,0.00,0.00,0.06,-659.39
605,105.53,117312.16,0.49621160,4.36,0.81,626.70,0.00,0.00,0.05,99.88,0.02,0.00,0.00,0.00,0.00,0.00,0.06,-631.83
606,99.88,112420.41,0.47550448,4.12,0.77,600.56,0.00,0.00,0.05,94.54,0.02,0.00,0.00,0.00,0.00,0.00,0.05,-605.42
607,94.54,107732.71,0.45566183,3.90,0.73,575.52,0.00,0.00,0.04,89.48,0.02,0.00,0.00,0.00,0.00,0.00,0.05,-580.12
608,89.48,103240.54,0.43664755,3.69,0.69,551.52,0.00,0.00,0.04,84.70,0.02,0.00,0.00,0.00,0.00,0.00,0.05,-555.87
609,84.70,98935.74,0.41842702,3.50,0.65,528.53,0.00,0.00,0.04,80.17,0.02,0.00,0.00,0.00,0.00,0.00,0.05,-532.64
610,80.17,94810.49,0.40096709,3.31,0.61,506.49,0.00,0.00,0.04,75.88,0.02,0.00,0.00,0.00,0.00,0.00,0.05,-510.38
611,75.88,90857.29,0.38423600,3.13,0.58,485.37,0.00,0.00,0.04,71.83,0.01,0.00,0.00,0.00,0.00,0.00,0.04,-489.06
612,71.83,87068.97,0.36820330,2.95,0.55,465.13,0.45,0.00,0.03,67.56,0.01,0.00,0.00,0.00,0.00,0.00,0.05,-468.60
613,67.56,83438.65,0.35283982,2.82,0.53,445.76,0.00,0.00,0.77,64.64,0.01,0.00,0.00,0.00,0.00,0.00,0.13,-448.98
614,64.64,79959.72,0.33811775,2.67,0.49,427.17,0.00,0.00,0.03,61.18,0.01,0.00,0.00,0.00,0.00,0.00,0.03,-430.31
615,61.18,76625.88,0.32400995,2.52,0.47,409.36,0.00,0.00,0.03,57.89,0.01,0.00,0.00,0.00,0.00,0.00,0.03,-412.34
616,57.89,73431.06,0.31049098,2.39,0.45,392.29,0.00,0.00,0.03,54.79,0.01,0.00,0.00,0.00,0.00,0.00,0.03,-395.11
617,54.79,70369.48,0.29753626,2.26,0.42,375.94,0.00,0.00,0.03,51.85,0.01,0.00,0.00,0.00,0.00,0.00,0.03,-378.60
618,51.85,67435.58,0.28512222,2.14,0.40,360.26,0.00,0.00,0.02,49.07,0.01,0.00,0.00,0.00,0.00,0.00,0.03,-362.79
619,49.07,64624.03,0.27322629,2.03,0.38,345.24,0.00,0.00,0.02,46.44,0.01,0.00,0.00,0.00,0.00,0.00,0.03,-347.63
620,46.44,61929.72,0.26182684,1.92,0.36,330.85,0.00,0.00,0.02,43.95,0.01,0.00,0.00,0.00,0.00,0.00,0.03,-333.11
621,43.95,59347.77,0.25090313,1.81,0.34,317.05,0.00,0.00,0.02,41.59,0.01,0.00,0.00,0.00,0.00,0.00,0.02,-319.19
622,41.59,56873.48,0.24043530,1.72,0.32,303.84,0.00,0.00,0.02,39.37,0.01,0.00,0.00,0.00,0.00,0.00,0.02,-305.86
623,39.37,54502.37,0.23040431,1.62,0.30,291.17,0.00,0.00,0.02,37.26,0.01,0.00,0.00,0.00,0.00,0.00,0.02,-293.08
624,37.26,52230.13,0.22079194,1.53,0.29,279.03,0.23,0.00,0.02,35.04,0.01,0.00,0.00,0.00,0.00,0.00,0.02,-280.83
625,35.04,50052.65,0.21158070,1.46,0.27,267.41,0.00,0.00,0.40,33.52,0.01,0.00,0.00,0.00,0.00,0.00,0.07,-269.08
626,33.52,47965.94,0.20275392,1.38,0.26,256.26,0.00,0.00,0.02,31.72,0.01,0.00,0.00,0.00,0.00,0.00,0.02,-257.89
627,31.72,45966.26,0.19429536,1.31,0.25,245.57,0.00,0.00,0.02,30.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,-247.12
628,30.01,44049.94,0.18618977,1.24,0.23,235.34,0.00,0.00,0.01,28.40,0.01,0.00,0.00,0.00,0.00,0.00,0.02,-236.80
629,28.40,42213.53,0.17842241,1.17,0.22,225.53,0.00,0.00,0.01,26.87,0.01,0.00,0.00,0.00,0.00,0.00,0.01,-226.91
630,26.87,40453.70,0.17097916,1.11,0.21,216.12,0.00,0.00,0.01,25.43,0.01,0.00,0.00,0.00,0.00,0.00,0.01,-217.43
631,25.43,38767.24,0.16384650,1.05,0.20,207.11,0.00,0.00,0.01,24.06,0.01,0.00,0.00,0.00,0.00,0.00,0.01,-208.35
632,24.06,37151.09,0.15701146,0.99,0.19,198.48,0.00,0.00,0.01,22.77,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-199.65
633,22.77,35602.33,0.15046161,0.94,0.18,190.20,0.00,0.00,0.01,21.55,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-191.31
634,21.55,34118.15,0.14418506,0.89,0.17,182.28,0.00,0.00,0.01,20.39,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-183.33
635,20.39,32695.84,0.13817039,0.84,0.16,174.68,0.00,0.00,0.01,19.30,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-175.67
636,19.30,31332.84,0.13240668,0.79,0.15,167.39,0.12,0.00,0.01,18.15,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-168.33
637,18.15,30026.66,0.12688346,0.76,0.14,160.42,0.00,0.00,0.20,17.35,0.00,0.00,0.00,0.00,0.00,0.00,0.03,-161.29
638,17.35,28774.94,0.12159072,0.72,0.13,153.73,0.00,0.00,0.01,16.42,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-154.58
639,16.42,27575.40,0.11651874,0.68,0.13,147.33,0.00,0.00,0.01,15.53,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-148.13
640,15.53,26425.88,0.11165838,0.64,0.12,141.18,0.00,0.00,0.01,14.70,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-141.94
641,14.70,25324.28,0.10700079,0.61,0.12,135.30,0.00,0.00,0.01,13.91,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-136.02
642,13.91,24268.60,0.10253753,0.57,0.11,129.66,0.00,0.00,0.01,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-130.34
